year,date,spot,BOD,COD,T_N,T_P,TOC,SS,EC,pH,DO,temperature,turbidity,transparency,Chl_a,dominant
2021,210629,J1,0.8,3.2,0.659,0.007,2.2,1.6,86,7.7,6.5,16.1,1.4,2.8,2.4,others
2021,210708,J1,0.9,3.4,0.633,0.013,2.2,3,85,7.2,5.8,16.7,2.8,1.6,4.1,diatom
2021,210713,J1,1.2,3.4,0.678,0.018,2.2,4.3,82,7.6,6.7,18.5,5.7,2,3.5,green
2021,210720,J1,1.8,3.5,0.656,0.014,2.4,3.1,84,7.7,6.1,18.6,3.7,1.5,5.1,green
2021,210727,J1,1.5,3.3,0.7,0.022,2.6,2.9,75,7.9,6.6,19.3,3.6,2,2.2,green
2021,210803,J1,1.8,3.6,0.694,0.023,2.5,1.9,79,7.9,5.7,19.8,2.9,2.5,3.7,green
2021,210810,J1,1.4,3.7,0.688,0.017,2.5,2.2,81,8,5.7,20.1,2.6,3,4.4,green
2021,210818,J1,1.8,3.3,0.68,0.018,2.6,2,80,7.8,5.5,19.9,2.6,3.2,2.5,blue
2021,210825,J1,1.5,3.3,0.647,0.015,2.5,1.8,78,7.8,5.5,19.9,2.6,3.2,2.5,green
2021,210831,J1,1.5,3.3,0.647,0.015,2.5,1.8,78,7.4,5,20.6,3.5,2.5,0.7,blue
2021,210907,J1,1.3,3.6,0.726,0.018,2.5,1.9,82,7,5.2,18.9,4.5,2.5,2.3,blue
2021,210913,J1,1.3,3.3,0.728,0.023,2.4,2.7,79,7.2,5.1,19.5,4.4,3,2.2,green
2021,210923,J1,0.7,3.2,0.713,0.018,2.2,3.1,76,7,5.6,19.9,3.5,3,1.8,green
2021,210928,J1,0.6,3.3,0.698,0.014,2.3,1.9,76,6.9,5.4,19.8,4.3,3.3,1.5,diatom
2021,211006,J1,1.1,3.1,0.7,0.017,2.3,2.2,76,7,5.8,20.2,4.9,2.8,3.7,green
2021,211013,J1,1.5,3.1,0.672,0.011,2.2,2.4,76,6.9,4.6,19.6,5.1,2.5,3.5,green
2021,211019,J1,1,3.3,0.689,0.016,2.4,2.8,76,6.8,5.6,19,9.3,2.5,3.8,green
2021,211026,J1,1.2,3.2,0.632,0.016,2.4,2.5,75,6.8,5.7,18.2,5.5,2.5,3.7,green
2021,211102,J1,1.3,2.9,0.644,0.013,2.4,2.7,75,6.7,5.5,17.7,7.4,2,2.6,diatom
2021,211109,J1,0.8,3,0.58,0.01,2.1,2,78,7,6.1,17.2,2.5,1.5,0.8,green
2021,211116,J1,1.6,2.9,0.564,0.007,2,1.3,78,7,6.8,16.5,2.1,2.2,1.3,green
2021,211123,J1,0.9,3,0.501,0.011,2.1,2,83,7.3,7.7,14.7,2,2,3.6,diatom
2021,211130,J1,0.7,2.9,0.549,0.008,1.9,1.8,81,7.1,8.1,14.2,1.6,1.7,1.8,diatom
2021,211207,J1,1.1,2.8,0.502,0.008,2.3,1.7,81,7.3,8.8,12.9,1.4,3,2.5,diatom
2021,211214,J1,1.5,2.8,0.461,0.007,2.1,1.1,83,7.3,9.3,11.2,1.6,3,3.9,diatom
2021,211221,J1,0.9,2.8,0.485,0.007,1.9,1,82,7.4,9.5,11,1.1,3.2,1.2,diatom
2021,211227,J1,0.9,2.8,0.485,0.007,1.9,1,82,6.8,10.5,8.8,3.9,3.2,0.9,diatom
2022,220104,J1,0.9,3,0.511,0.013,1.7,0.8,82,7.7,10.7,8,0.9,3.5,2.7,diatom
2022,220111,J1,1.7,2.6,0.508,0.003,2.3,1.1,82,7.5,10.8,7.1,0.9,3.5,2.9,diatom
2022,220118,J1,1.1,3,0.499,0.009,2,1,81,7.7,11.3,6.5,1.3,4,3.1,diatom
2022,220125,J1,1.4,2.7,0.467,0.012,1.8,1,82,7.5,11.3,6.2,0.7,4,2,others
2022,220203,J1,0.8,2.9,0.792,0.01,2,1,82,7.6,11.5,5.5,0.8,2.8,3,diatom
2022,220208,J1,1.2,2.8,0.507,0.012,2,0.8,82,7.6,11.4,5.4,0.8,4,3,diatom
2022,220215,J1,1.4,2.8,0.602,0.013,2.1,1.1,82,7.7,11.9,5,0.8,3.5,3.9,diatom
2022,220222,J1,1.3,3.2,0.489,0.01,2,1.3,83,7.7,12.8,5,1,3.4,2.6,diatom
2022,220302,J1,0.6,3.2,0.517,0.01,2.1,1.1,83,7.7,11.5,5.2,1.2,3.5,2.2,diatom
2022,220308,J1,1.4,3.2,0.516,0.011,2.1,1.4,83,7.6,12.2,5.8,1.1,4.1,2.2,diatom
2022,220315,J1,0.6,3.1,0.553,0.013,1.9,1,83,7.7,11.8,7.5,0.9,4.3,2.2,diatom
2022,220322,J1,1,3.1,0.556,0.017,2.1,1.1,83,7.8,12,6.8,0.8,4.5,2.9,diatom
2022,220329,J1,1.6,2.9,0.516,0.015,2.1,1.2,83,7.5,11,8.1,1.4,3,3.3,diatom
2022,220405,J1,1.8,3,0.575,0.022,2.1,1.7,84,7.8,11.2,9.1,0.9,2.1,4.2,diatom
2022,220412,J1,2.6,3.6,0.466,0.013,2.3,2.4,85,7.6,10.9,11,1.3,1.7,5.9,diatom
2022,220419,J1,2.5,3.9,0.446,0.015,2.1,1.8,86,7.6,10.5,10.4,1.7,2,3,diatom
2022,220426,J1,1.8,3.4,0.612,0.015,2.1,1.9,88,7.6,9.4,11.7,2.2,2.2,3,diatom
2022,220503,J1,1.7,3.3,0.577,0.008,2.3,1.7,88,7.4,10,10.9,1.4,3.5,1,diatom
2022,220510,J1,1.9,3.3,0.558,0.011,2.3,1.6,89,7.7,9.2,13.2,2.2,3.4,1,diatom
2022,220517,J1,1.8,2.9,0.556,0.011,2.1,2,90,7.3,9.6,12.2,2.8,5.1,1.8,others
2022,220524,J1,1.7,3.4,0.545,0.01,2.5,2.6,92,7.3,8.8,13.5,2.4,4,2.4,diatom
2022,220531,J1,2.2,3.6,0.531,0.027,2.4,2.9,94,7.1,7.8,13.6,2,2.8,3.6,blue
2022,220607,J1,1.8,3.3,0.585,0.032,2.1,2,97,7.1,7,14.7,3.1,3.1,1.5,others
2022,220614,J1,2.6,4.4,0.652,0.021,2.7,3.7,98,7.2,6.9,15.2,2.7,2,8.8,others
2022,220621,J1,1.9,4.6,0.473,0.012,3.3,4.4,99,7.5,8.3,21.5,2.8,1.9,10.8,diatom
2022,220628,J1,1.5,3.7,0.539,0.013,2.7,3.2,100,7.2,5.9,18,4,1.7,4.5,green
2022,220705,J1,1.2,3.4,0.504,0.015,2.6,2,93,6.8,5.5,19.7,2.5,3,0.8,diatom
2022,220712,J1,1.1,3.7,0.517,0.015,2.6,2.7,96,7,5.7,20,3.4,2.4,1.3,green
2022,220719,J1,1.2,3.5,0.498,0.017,2.5,2.5,96,7.2,5.9,20.8,3.8,2.1,0.9,green
2022,220726,J1,1.1,3.7,0.443,0.022,2.4,2.7,94,7,5.7,21.1,2.4,2.2,2.3,green
2022,220801,J1,1.2,3.7,0.499,0.016,2.5,3.6,94,7,5.8,21.6,3.7,1.8,2.3,green
2022,220809,J1,0.8,3.8,0.507,0.009,2.4,2,94,6.9,5.5,23.3,2.8,3,1.5,green
2022,220816,J1,1.3,3.6,0.533,0.018,2.5,2.3,95,7,5.1,23.1,2.8,3,2.1,green
2022,220823,J1,1.1,4,0.49,0.019,2.5,2.7,98,6.9,5.3,23.3,4.2,2.2,0.8,green
2022,220830,J1,1.3,4.1,0.441,0.023,2.6,2.9,98,6.9,5.2,22.4,4.3,2.6,1.6,diatom
2022,220907,J1,1,3.8,0.499,0.024,2.4,2.9,95,6.9,5.4,22.4,3.4,1.9,1.9,diatom
2022,220914,J1,1.1,3.9,0.647,0.031,2.9,2.5,96,6.8,5.3,22.5,4,2.7,2.1,blue
2022,220920,J1,0.8,3.5,0.681,0.026,2.3,2.2,97,6.8,4.8,22,2.7,2.7,2.3,diatom
2022,220927,J1,1,3.7,0.483,0.031,2.4,2.6,95,6.9,5.8,22.1,4.7,2.2,3.3,diatom
